央视,#genre#
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
新昌新闻综合,http://42483.hlsplay.aodianyun.com/tv_radio_42483/tv_channel_1361.m3u8?auth_key=4822776050-0-0-4962c7b74dc899703bfbba3439ce0fe2&extra_key=2vtD8BdG6zU_tdWMbQ3NhQgb0T-EUej6APZOEIIFMIXy-Qo8suohFB31MQ8Yfs4NbDBbjUuK1dm9poPK9TNHJYi1LmeV9yFZW7PGDnAVdPRc8Bfn3G_z-YHOF4oWZDkwlpDzJEnv0XpVyYEvaYWovw2FApRPUzlQ8OMBCXApCo07Yd3A2mNI9LAy51E0B4zV
新昌生活频道,http://42483.hlsplay.aodianyun.com/tv_radio_42483/tv_channel_1362.m3u8?auth_key=4822775993-0-0-794137d1fe5386cd0af9187b847cdb58&extra_key=Zw98aic2180l9sU6iuh1EbAqdAAz9gnUojG4L1fD4inb17oCEPJU8LKWHJMVnjSVvZCDWJWlTASDNHf4AwEwMgG7Hzu5Y8ACGNRWAmdee6QRIdkXaXQYT4PlpCPyYAHgImjNza-jVrNAg93in556ZH8TXnKE0bIdsa-7XL88cRGKlFEYbgMPXxuXodDQQ5je
玉环新闻综合,https://livetxyuhuan.chinamcache.com/yuhuan/zb01.m3u8?txSecret=cf6d1987f8d0a775b739490f40a94093&txTime=677B39FC
洞头综合频道,https://hls.quklive.com/live/play-sh-21.quklive.com/1735612228127376.m3u8?auth_key=2076143235-cf7ae587445f46709dd7d598fb94b9d3-0-64f257e587fc4d964d6041ce4811ae14
龙港综合频道,https://play-qukan.cztv.com/live/1722309876941077.m3u8
平阳娱乐生活,http://play-sh11.quklive.com/live/1653968365110354.m3u8
瑞安新闻综合,http://play-sh-21.quklive.com/live/1681269183807252.m3u8?auth_key=2033114999-67ff99bfbe1b4577b013750618ffce6b-0-454401c27452e83159ca9466ef742db2
文成综合频道,http://nplay-qukan.cztv.com/live/1757486581311330.m3u8
长兴新闻综合,http://play-a11.quklive.com/live/1689126294179076.m3u8
柯桥新闻综合,https://play-a2.quklive.com/live/1640945211435051.m3u8
象山新闻综合,http://play-sh13.quklive.com/live/1702360350551252.m3u8?auth_key=2037107484-800189c57a5a44d3b823b60cf84f6756-0-a6f6828a62d5c167cff5e68735fa0d39#http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
普陀新闻综合,http://play-sh13.quklive.com/live/1679466742638079.m3u8?auth_key=2027430086-1c0e8e8d03c34c50aeaddaad1b5b044a-0-a2361934cb47fcce22a87fc828bf668e
镇海新闻频道,https://netlive.zhxwzx.com/live/ZHTV-2.m3u8
镇海先锋影视,https://netlive.zhxwzx.com/live/ZHTV-1.m3u8
宁海新闻综合,http://33658.hlsplay.aodianyun.com/tv_radio_33658/tv_channel_1423.m3u8
常山新闻综合,http://play-sh11.quklive.com/live/1621306190044902.m3u8
江山电视台,http://play-sh13.quklive.com/live/1623117710666335.m3u8?auth_key=2027320874-f4ab7bf26c7f450398f90acd51fbe541-0-b9952255f66849bc8e7afaa8e6865488
龙游新闻综合,http://play-sh13.quklive.com/live/1703570877483349.m3u8?auth_key=2027429960-ec040acfac1e470189be19709432f77c-0-eb588b9f095452543de44ed271de22ae#http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢江新闻综合,http://play-sh13.quklive.com/live/1700720505174325.m3u8?auth_key=2027466026-7724b0f948044faa9f0b8d0ecfc275fc-0-dfc23fb7449b475a18a52dc4b796516e#http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
景宁新闻综合,http://play-sh13.quklive.com/live/1644806967279134.m3u8?auth_key=2027430185-24bc09be7a97470aae8589a439910ca3-0-e1b42b4d35be5dbab1d4a8e43b94d148
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
龙泉新闻综合,http://play-sh13.quklive.com/live/1687165190567216.m3u8?auth_key=2027430298-4b25fe8bb2444c60b838ca001c179184-0-9f23384f425a57663b5bede4415c455d#http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
庆元综合频道,http://hls.quklive.com/live/play-sh-21.quklive.com/1723084230809265.m3u8?auth_key=2048470245-4efd9042b7a547588c22340ae9e59235-0-e5300c467f3d03ce5ed13e629b0e73d6&decode__1507=eqAh0IxGxmOGO7D%2FKW0%3DXy72iDCWzAeD
遂昌综合频道,http://play-sh13.quklive.com/live/1708426592499070.m3u8?auth_key=2027430355-efcd95af7ff4442381b58e2df8a68ac0-0-a2b219292cf4aefa52a807463610b7df
松阳综合频道,http://play-sh.quklive.com/live/1681962980724316.m3u8#http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
青田电视台,http://play-sh13.quklive.com/live/1692755062081192.m3u8?auth_key=2027430149-d53249ccf6bd49e599d464dd3bd09b89-0-ab3bf6738b5058ef5713e4b6124fd0da#http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
江苏,#genre#
江苏新闻,https://zhibo-hls.jstv.com/litchi/zhibo-jsgg.m3u8
南京新闻综合,https://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8#http://live.nbs.cn/channels/njtv/xwpdb/nbs06.m3u8
南京教科,https://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南京文旅纪录,http://live.nbs.cn/channels/njtv/wljl/nbs24.m3u8
南京十八生活,http://live.nbs.cn/channels/njtv/sbsh/nbs24.m3u8
南京少儿,https://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8#http://36.137.190.15:5021/live_hls/1/playlist.m3u8#rtmp://36.137.190.15:1935/live/c01
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8#http://36.137.190.15:5021/live_hls/2/playlist.m3u8#rtmp://36.137.190.15:1935/live/c02
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8#http://36.137.190.15:5021/live_hls/3/playlist.m3u8#rtmp://36.137.190.15:1935/live/c03
苏州电影娱乐信息,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8#http://36.137.190.15:5021/live_hls/4/playlist.m3u8#rtmp://36.137.190.15:1935/live/c04
苏州4K频道,https://tylive.kan0512.com/norecord/csztv4k_fhd.m3u8
徐州新闻综合,http://stream3.huaihai.tv/xwzh1t/sd/live.m3u8
徐州经济生活,http://stream3.huaihai.tv/xz2t/sd/live.m3u8
徐州文艺影视,http://stream3.huaihai.tv/xz3t/sd/live.m3u8
徐州公共频道,http://stream3.huaihai.tv/xz4t/sd/live.m3u8
淮安综合频道,http://live1.habctv.com/zhpdsl/sd/live.m3u8
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8
淮安影视娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8
无锡新闻综合,http://m.m3u8.wifiwx.com/live/wifiwx-239.m3u8
无锡移动电视,http://m.m3u8.wifiwx.com/live/wifiwx-494.m3u8
无锡教育频道,https://tv.wxjy.com.cn:9001/tvwebstream/tv_channel_1359/index.m3u8
泰州新闻综合,http://stream1.mytaizhou.net/xwzhnew/sd/live.m3u8
泰州经济生活,http://stream1.mytaizhou.net/jjshnew/playlist.m3u8
泰州影视娱乐,http://stream1.mytaizhou.net/ysylnew/playlist.m3u8
镇江新闻时政,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江教育民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港生活频道,http://live.lyg1.com/ggpd/sd/live.m3u8
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/_definst_/xinwenzonghe_app/chunklist.m3u8
张家港民生频道,http://3gvod.zjgonline.com.cn:1935/live/_definst_/shehuishenghuo_app/chunklist.m3u8
滨海新闻综合,https://binhai-tv-hls.cm.jstv.com/binhai-tv/news.m3u8#http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8
大丰新闻综合,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8#http://dafeng-tv-replay.cm.jstv.com/dafeng-tv/dafengyt.m3u8
大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8#http://dafeng-tv-replay.cm.jstv.com/dafeng-tv/dafenget.m3u8
东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8#http://dongtai-tv-replay.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8
响水综合频道,http://xiangshui-tv-hls.cm.jstv.com/xiangshui-tv/xiangshuizh.m3u8#http://xiangshui-tv-replay.cm.jstv.com/xiangshui-tv/xiangshuizh.m3u8
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8#http://yandu-tv-replay.cm.jstv.com/yandu-tv/yanduzh.m3u8
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8#http://rudong-tv-replay.cm.jstv.com/rudong-tv/rdxwzh.m3u8
江宁综合频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8#https://jiangning-tv-replay.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
六合新闻综合,http://p2hs.vzan.com/720020/432453820030502236/live.m3u8#https://play-hsbj.vzan.com/720020/432453820030502236/live.m3u8?vzsign=205194afe268354dc45ed243aa31fc6d&uid=0&uuid=e7a2b309e09e420f816cfa782a34397e&vzsign2=16fa47d8b2ee6d8afa64439400dbda1b
六合影视生活,http://p2hs.vzan.com/720020/925821766717429565/live.m3u8#https://play-hsbj.vzan.com/720020/925821766717429565/live.m3u8?vzsign=7c3b0b912eca7813f90a0ebd84c089d7&uid=0&uuid=cdd57c9337db483db6855fecacaafa67&vzsign2=34833edb7430e44160c12bc3ebe36cd9
溧水新闻综合,https://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8#https://lishui-tv-replay.cm.jstv.com/lishui-tv/lsxwzh.m3u8#http://live.lsrmw.cn/zhpd/sd/live.m3u8
溧水影视娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8
栖霞区新闻频道,http://pili-live-rtmp.140.i2863.com/i2863-140/live_140_236499.m3u8#http://pili-live-hls.140.i2863.com/i2863-140/live_140_236499.m3u8
宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8#http://huaiyin-tv-replay.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8#http://jinhu-tv-replay.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8#http://lianshui-tv-replay.cm.jstv.com/lianshui-tv/lsxw.m3u8
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
溧阳新闻综合,http://tvlive.cxzly.com/live/tv.m3u8
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8
武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8
海安新闻综合,http://haian-tv-replay.cm.jstv.com/haian-tv/haaxwzh.m3u8#http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8
海门新闻综合,http://haimen-tv-replay.cm.jstv.com/haimen-tv/haimenxwzh.m3u8#http://haimen-tv-rtmp.cm.jstv.com/haimen-tv/haimenxwzh.m3u8#http://haimen-tv-hls.cm.jstv.com/haimen-tv/haimenxwzh.m3u8
海门经济生活,http://haimen-tv-replay.cm.jstv.com/haimen-tv/haimenjjzh.m3u8#http://haimen-tv-rtmp.cm.jstv.com/haimen-tv/haimenjjzh.m3u8#http://haimen-tv-hls.cm.jstv.com/haimen-tv/haimenjjzh.m3u8
海门教育人文,http://haimen-tv-replay.cm.jstv.com/haimen-tv/haimenjyrw.m3u8#http://haimen-tv-rtmp.cm.jstv.com/haimen-tv/haimenjyrw.m3u8#http://haimen-tv-hls.cm.jstv.com/haimen-tv/haimenjyrw.m3u8
泗洪综合频道,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8#http://sihong-tv-replay.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
邳州综合频道,https://liveplus.pznews.com/pzzhpd/sd/live.m3u8
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
句容影视频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8
常熟新闻频道,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
常熟民生频道,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8#http://suining-tv-replay.cm.jstv.com/suining-tv/suiningzh.m3u8#http://tv.jrsncn.com:9001/hls/live/live1/stream.m3u8#http://jssn.chinashadt.com:2036/live/1002.stream/playlist.m3u8
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8#http://suining-tv-replay.cm.jstv.com/suining-tv/suiningsh.m3u8#http://tv.jrsncn.com:9001/hls/live/live2/stream.m3u8#http://jssn.chinashadt.com:2036/live/1003.stream/playlist.m3u8
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8#http://suining-tv-replay.cm.jstv.com/suining-tv/suiningsn.m3u8#http://tv.jrsncn.com:9001/hls/live/live3/stream.m3u8#http://jssn.chinashadt.com:2036/live/1004.stream/playlist.m3u8
睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8#http://suining-tv-replay.cm.jstv.com/suining-tv/suiningys.m3u8#http://tv.jrsncn.com:9001/hls/live/live4/stream.m3u8#http://jssn.chinashadt.com:2036/live/1005.stream/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8#rtmp://visit.jjbctv.com:1935/live/xwzhpc#http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8#rtmp://visit.jjbctv.com:1935/live/xwzhmb
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8#https://jiangyan-tv-replay.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
泰兴新闻频道,http://sj.smarttaixing.com:1935/live/_definst_/txzb/playlist.m3u8#rtmp://sj.smarttaixing.com:1935/live/txzb
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8#http://shuyang-tv-replay.cm.jstv.com/shuyang-tv/shuyangzh.m3u8#http://live.myshuyang.cn/zhpd/playlist.m3u8
扬中新闻频道,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8
东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8#http://donghai-tv-replay.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8
吴江新闻综合,https://ctlive2.wjdaily.com/wjtv/ch1.m3u8
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8#http://gaoyou-tv-replay.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
宿豫综合频道,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8#https://suyu-tv-replay.cm.jstv.com/suyu-tv/syzhpd.m3u8
贾汪新闻频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8#http://jiawang-tv-replay.cm.jstv.com/jiawang-tv/jwxw.m3u8
贾汪旅游频道,http://jiawang-tv-replay.cm.jstv.com/jiawang-tv/jwly.m3u8#http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8
沛县新闻综合,http://peixian-tv-replay.cm.jstv.com/peixian-tv/pxzh.m3u8#http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8#http://siyang-tv-replay.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8#http://siyang-tv-replay.cm.jstv.com/siyang-tv/siyangzx.m3u8
丹阳新闻综合,http://danyang-tv-hls.cm.jstv.com/danyang-tv/danyangtv.m3u8#http://danyang-tv-replay.cm.jstv.com/danyang-tv/danyangtv.m3u8
昆山新闻综合,http://pili-publish.living.ksrmtzx.com/ksntv/ks-tv.m3u8
赣榆新闻综合,http://ganyu-tv-replay.cm.jstv.com/ganyu-tv/ganyutv.m3u8#http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
山东,#genre#
山东居家购物,http://vod.51lepai.com/live/live.m3u8
山东教育卫视,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
济南文旅体育,https://quehuamtyoutlive.ijntv.cn/5025f2/ucgsoz.m3u8
济南教育,https://livejnedu.chinamcache.com/live/jneduzb04.m3u8
青岛新闻综合,http://hlspull.qtv.com.cn/gwepn2sr/channel/969b06fca3f82c40de59171b3eb9428c/index.m3u8
青岛李沧频道,http://live.lcqtv.com:88/live/lcqtv.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/212803c257394d429606a0815d20e3ce/710c510f5a5441cb8fc062e2dd3e1a76.m3u8
烟台公共频道,http://live.yantaitv.cn/live/412a6764092149faa58f80a0fd8004e9/22bbe85c960145dc95fc25e699d0fb3a-1.m3u8
临沂综合频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8#rtmp://tv.lytv.tv/channellive/ch1
临沂经济频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8#https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8#rtmp://tv.lytv.tv/channellive/ch2#rtmp://tv.lytv.tv/channellive/ch3
济宁综合频道,http://221.2.36.14/video/s10001-JNTV-1/index.m3u8#http://221.2.36.14/video/s10001-JNTV4/index.m3u8#http://60.211.179.171/video/s10001-JNTV-1/index.m3u8#http://60.211.179.171/video/s10001-JNTV4/index.m3u8#http://111.17.177.164/video/s10001-JNTV-1/index.m3u8#http://111.17.177.164/video/s10001-JNTV4/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8
济宁生活频道,http://221.2.36.14/video/s10001-JNTV2-2023/index.m3u8#http://60.211.179.171/video/s10001-JNTV2-2023/index.m3u8#http://111.17.177.164/video/s10001-JNTV2-2023/index.m3u8#https://lives.jnnews.tv/video/s10001-JNTV2-2023/index.m3u8
济宁公共频道,http://221.2.36.14/video/s10001-JNTV3/index.m3u8#http://60.211.179.171/video/s10001-JNTV3/index.m3u8#http://111.17.177.164/video/s10001-JNTV3/index.m3u8#http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
东营新闻综合,rtmp://stream.hhek.cn:9936/live/xwzh_sd#http://stream.hhek.cn/xwzh/sd/live.m3u8
东营公共频道,rtmp://stream.hhek.cn:9936/live/ggpd_sd#http://stream.hhek.cn/ggpd/sd/live.m3u8
东营科教频道,rtmp://stream.hhek.cn:9936/live/dyjy_sd#http://stream.hhek.cn/dyjy/sd/live.m3u8
滨州新闻综合,https://lmt.binzhouw.com:8443/live/909446c1cd66.m3u8
滨州民生频道,https://lmt.binzhouw.com:8443/live/89874c6170d0.m3u8
聊城新闻综合,http://file.lcxw.cn/nmip-media/channellive/channel101173/playlist.m3u8
聊城民生频道,http://file.lcxw.cn/nmip-media/channellive/channel101246/playlist.m3u8
泰安综合频道,http://zzbb.1545ts.com:8068/live/tatv0111.m3u8
泰安经济生活,http://zzbb.1545ts.com:8068/live/tatv222.m3u8
济阳综合频道,http://push.hostpod.cn:888/hls/jyzh.m3u8
济阳影视频道,http://push.hostpod.cn:888/hls/jyys.m3u8
平阴综合频道,http://r.gslb.lecloud.com/live/hls/2020011830gRf002n16/desc.m3u8
平阴生活频道,http://r.gslb.lecloud.com/live/hls/2020011830gZc002o16/desc.m3u8
龙口新闻综合,http://yslk.chinashadt.com:1635/live/stream:di1.stream/playlist.m3u8#http://yslk.chinashadt.com:1635/live/stream:di1.stream_360p/playlist.m3u8
龙口生活频道,http://yslk.chinashadt.com:1635/live/stream:di2.stream/playlist.m3u8#http://yslk.chinashadt.com:1635/live/stream:di2.stream_360p/playlist.m3u8
蓬莱新闻频道,http://sdpl.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8#http://sdpl.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
蓬莱综合频道,http://sdpl.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
滨城综合频道,http://sdbz.chinashadt.com:2036/live/1.stream/playlist.m3u8
邹平综合频道,rtmp://222.134.46.228:1935/live/zpzh
邹平民生频道,http://sdzp.chinashadt.com:1936/live/mspd.stream/playlist.m3u8
茌平综合频道,http://sdcp.chinashadt.com:2036/live/zonghe.stream/playlist.m3u8
茌平生活频道,http://sdcp.chinashadt.com:2036/live/shenghuo.stream/playlist.m3u8#http://sdcp.chinashadt.com:2036/live/guoxue.stream/playlist.m3u8
岱岳综合频道,http://slvedio.slradio.cn/a935908a217711ea8bb000163e0e6522/4D6357B92240C088F3612E43E44B5F1D.m3u8
新泰综合频道,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8#http://111.17.214.12:1935/live/xtzh/playlist.m3u8#http://119.184.188.117:1935/live/xtzh/playlist.m3u8
新泰乡村频道,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8#http://111.17.214.12:1935/live/xtxc/playlist.m3u8#http://119.184.188.117:1935/live/xtxc/playlist.m3u8
济铁电视台,rtmp://alivealone.litenews.cn/303/8876f9ea0ce6400d9b1e54a129ff1c0c
四川,#genre#
四川科教频道,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
绵阳科教生活,http://livepull.myntv.cn/rtmp/mykj.flv
乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8#http://pwpull.leshan.cn/live/21609091019110008654ed1a00000000/playlist.m3u8
乐山文旅生活,http://pwpull.leshan.cn/live/216e177701911000eb46902c00000000/playlist.m3u8
乐山i乐山,http://p8.vzan.com/slowlive/147517797332177132/live.m3u8
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8#http://live1.gatv.com.cn:85/live/XWZH_HD.m3u8#http://live1.gatv.com.cn:90/live/XWZH.m3u8
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD.m3u8#http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8#http://live1.gatv.com.cn:90/live/GGPD.m3u8
遂宁新闻综合,https://szyplaytv.snxw.com/live/xwzh/playlist.m3u8
遂宁文化生活,https://szyplaytv.snxw.com/live/gggy/playlist.m3u8
雅安新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8
雅安文化生活,https://play.yunxya.com/channellive/whsh.m3u8
雅安雨城频道,https://m3u8channel-yc.yunxya.com/nmip-media/channellive/channel100103/playlist.m3u8
广元综合频道,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
广元文化生活,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
达州新闻综合,https://m3u8channel.dzrm.cn/nmip-media/channellive/channel104234/playlist.m3u8#http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州文化生活,https://m3u8channel.dzrm.cn/nmip-media/channellive/channel104727/playlist.m3u8#http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道,https://m3u8channel.dzrm.cn/nmip-media/channellive/channel105011/playlist.m3u8#http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8#http://tvdrs.luzhoubs.com:8100/channellive/lztv1.flv
泸州科教生活,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8#http://tvdrs.luzhoubs.com:8100/channellive/lztv3.flv
凉山新闻综合,rtmp://tv.drs.yizu.tv/channellive/ch1#http://file.i0834.cn/nmip-media/channellive/channel114103/playlist.m3u8#rtmp://tv.drs.i0834.cn/channellive/ch1#http://channel.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语频道,rtmp://tv.drs.yizu.tv/channellive/ch2#http://file.i0834.cn/nmip-media/channellive/channel115044/playlist.m3u8#rtmp://tv.drs.i0834.cn/channellive/ch2#http://channel.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
宜宾新闻综合,https://aliplay.yibinrm.cn/live/10883325.m3u8?auth_key=1787043633-0-0-39d8f5805194371260add0dc047df1bb
宜宾公共频道,https://aliplay.yibinrm.cn/live/10883758.m3u8?auth_key=1787043729-0-0-9c09fecc544553a8659368cda33a1335
自贡综合频道,https://stream.zgm.cn:8088/zgm/6496c1e950aed.m3u8?hash=c5c10942e0b8bd4e50216fc96961cb93#http://110.189.153.160:1001/zhpd.flv
自贡文化生活,https://stream.zgm.cn:8088/zgm/6496c2034e887.m3u8?hash=a10c5fbce2d5f6c839e7d1ea14e13cff#http://110.189.153.160:1002/ggpd.flv
德阳新闻综合,https://zb.scdytv.cn/live/xwpd.m3u8
德阳文旅科教,https://zb.scdytv.cn/live/wlkj.m3u8
攀枝花新闻综合,https://live.pzhkai.com/pzhxwzh/sd/live.m3u8
内江综合频道,https://www.scnj.tv/hls_njtv_direct/1.m3u8#https://www.scnj.tv/hls_njtv_direct/2.m3u8
内江科教生活,https://www.scnj.tv/hls_njtv_direct/9.m3u8
甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv#http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
巴中综合频道,https://bzrmtlive.bzitv.cn/live/240726Bztv001001.live.flv#https://bzrmtlive.bzitv.cn/live/240726Bztv001001/hls.m3u8
巴中文旅生活,https://bzrmtlive.bzitv.cn/live/240726Bztv002002.live.flv#https://bzrmtlive.bzitv.cn/live/240726Bztv002002/hls.m3u8
崇州综合频道,https://livesec.mudu.tv/watch/x6h90s.m3u8?auth_key=1718591057-413387-0-d86b69d055411656b69ef6be0fc89497
成都高新电视,https://livepgc.chinamcache.com/pgc/d849e3b837e34409b46124c267a8a1cf.m3u8?auth_key=1719565624-0-0-c80453df5f2edc88776ce766e497b52b
